,2017-11-06,2017-11-13,2017-11-20,2017-11-27,2017-12-04,2017-12-11,2017-12-18,2017-12-25,2018-01-01,2018-01-08,2018-01-15,2018-01-22,2018-01-29,2018-02-05,2018-02-12,2018-02-19,2018-02-26,2018-03-05,2018-03-12,2018-03-19,2018-03-26,2018-04-02,2018-04-09,2018-04-16,2018-04-23,2018-04-30
zeromode,6.0,6,6.0,9.0,9.0,9.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0
thinwall,6.0,6,9.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0
ia,5.0,5,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0
wesszuminowitten,5.0,5,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0
endpoints,7.0,7,6.0,6.0,6.0,7.0,7.0,8.0,9.0,11.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0
zamolodchikov,3.0,3,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0
supertranslations,12.0,13,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0
scaledependent,4.0,5,4.0,3.0,3.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0
simeq,11.0,11,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0
boundstate,5.0,7,8.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,8.0,8.0
nontrivially,9.0,9,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,7.0,8.0
subsector,5.0,5,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0
quasilocal,9.0,9,8.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,6.0,8.0
adcf,5.0,6,5.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0
carroll,7.0,7,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0
adler,4.0,3,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,5.0,5.0,8.0
waals,19.0,20,17.0,17.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,17.0,17.0,14.0,14.0,14.0,11.0,10.0,10.0,10.0,10.0,11.0,12.0,7.0
oneform,5.0,5,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,7.0
selfinteractions,13.0,12,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,10.0,11.0,9.0,9.0,7.0
fourfermion,11.0,11,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0,14.0,10.0,10.0,10.0,11.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0
nahm,4.0,4,5.0,5.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
hitchin,8.0,6,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
falloff,6.0,6,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
deconstruction,2.0,2,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
doublecopy,6.0,6,6.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0
strongfield,7.0,7,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0
frobenius,11.0,11,12.0,12.0,10.0,10.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0
yb,11.0,11,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0
spinless,10.0,10,10.0,10.0,9.0,9.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,8.0,7.0,7.0
bulkboundary,5.0,7,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0
bigravity,6.0,6,9.0,9.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0
hadronic,6.0,6,8.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0
fractal,12.0,12,12.0,12.0,14.0,14.0,14.0,13.0,13.0,14.0,14.0,14.0,12.0,12.0,12.0,14.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,7.0,7.0,7.0
aharonovbohm,4.0,4,4.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0
weaker,9.0,9,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0
randallsundrum,8.0,8,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0
domainwall,5.0,5,5.0,5.0,5.0,5.0,8.0,6.0,7.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0
decouple,8.0,8,8.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,9.0,7.0,7.0,7.0,7.0
einsteinmaxwelldilaton,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,7.0,7.0
gaugefixing,14.0,14,14.0,16.0,16.0,16.0,14.0,13.0,13.0,14.0,14.0,13.0,11.0,10.0,10.0,11.0,12.0,12.0,12.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0
bfkl,16.0,16,16.0,16.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,7.0,7.0,8.0,12.0,12.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0
focussing,9.0,8,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,9.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0
fourloop,10.0,10,10.0,12.0,12.0,11.0,12.0,14.0,14.0,14.0,14.0,14.0,11.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
realised,15.0,15,14.0,12.0,11.0,11.0,13.0,13.0,12.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
conifold,6.0,6,7.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
selfadjoint,10.0,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,11.0,11.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0
coarsegraining,4.0,6,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
avalifshitz,6.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
tricritical,4.0,4,4.0,4.0,9.0,9.0,9.0,11.0,11.0,11.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
firewall,12.0,12,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
killingyano,3.0,3,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
gft,6.0,6,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
myersperry,5.0,7,7.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
eff,8.0,8,7.0,7.0,7.0,9.0,10.0,10.0,10.0,10.0,11.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
higherform,4.0,4,4.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,3.0,3.0,3.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
hagedorn,13.0,14,14.0,14.0,14.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,6.0,5.0,4.0,4.0,3.0,4.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
tqfts,6.0,6,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
infty,7.0,5,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0
eigenmodes,13.0,13,13.0,13.0,12.0,12.0,13.0,13.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,15.0,15.0,8.0,8.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0
iv,9.0,9,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,4.0,5.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0
bilayer,1.0,4,4.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
spinspin,6.0,6,6.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
antiferromagnetic,5.0,5,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0
nonriemannian,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0
extradimensional,4.0,4,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0
xxz,13.0,13,14.0,11.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0
twocomponent,3.0,3,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0
ln,4.0,4,4.0,6.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0
groundstate,10.0,10,9.0,10.0,8.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0
rescaled,7.0,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0
selfcontained,9.0,9,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,7.0
closedform,5.0,6,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0
schroedinger,5.0,5,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0
hawkingpage,5.0,6,7.0,8.0,7.0,7.0,7.0,7.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0
singletrace,7.0,7,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,5.0,7.0,5.0,7.0
thermofield,13.0,14,14.0,13.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,11.0,8.0,9.0,8.0,8.0,7.0,5.0,5.0,5.0,7.0
worldlines,9.0,9,9.0,9.0,8.0,7.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0
seiberg,8.0,7,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,6.0
hadrons,16.0,16,17.0,16.0,14.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0
reparametrization,6.0,6,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0
lightlike,5.0,4,4.0,4.0,4.0,5.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0
kessence,6.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0
poissonlie,16.0,16,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,12.0,12.0,11.0,10.0,10.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0
rightmoving,5.0,5,5.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0
shortdistance,12.0,12,12.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,8.0,6.0,6.0,6.0,7.0,6.0
outofequilibrium,6.0,6,6.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,6.0,6.0
superpotentials,10.0,10,10.0,10.0,10.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,11.0,11.0,11.0,10.0,11.0,12.0,12.0,11.0,8.0,9.0,9.0,8.0,6.0,6.0
pade,8.0,8,8.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0
cl,6.0,5,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0
thedimensional,12.0,13,12.0,13.0,13.0,13.0,12.0,12.0,10.0,10.0,10.0,11.0,10.0,11.0,11.0,11.0,13.0,12.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
xy,6.0,6,6.0,6.0,6.0,6.0,6.0,7.0,7.0,10.0,10.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0
compactifying,5.0,5,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,7.0,6.0,6.0
tqft,14.0,14,10.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,6.0,6.0,6.0
tachyonic,10.0,10,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,9.0,6.0,6.0,6.0
shiftsymmetric,5.0,6,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0
weierstrass,6.0,7,8.0,8.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0
subplanckian,6.0,6,6.0,8.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0
antidesitter,5.0,5,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0
int,7.0,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0
mathematica,11.0,12,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,10.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0
calogero,12.0,10,9.0,9.0,9.0,10.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0
broader,11.0,11,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,12.0,13.0,12.0,12.0,12.0,11.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
dynkin,6.0,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
ee,20.0,20,20.0,15.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,15.0,15.0,15.0,15.0,16.0,11.0,11.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0
supertranslation,7.0,7,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0
pions,7.0,8,7.0,8.0,9.0,9.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
cm,3.0,3,3.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
ns,5.0,5,5.0,7.0,7.0,7.0,9.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
poincar,6.0,7,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
friedmannrobertsonwalker,7.0,7,8.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
normalizable,5.0,5,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
ab,3.0,3,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
legendre,6.0,6,6.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
mond,6.0,6,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
batalinvilkovisky,7.0,6,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
nonnegative,16.0,16,16.0,15.0,14.0,13.0,14.0,13.0,12.0,11.0,10.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0
particlehole,6.0,7,7.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,6.0,6.0
hightemperature,3.0,3,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0
fieldtheoretic,5.0,5,6.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0
